Date,Destination,Min Price
2022-07-03,MAA,38.68
2022-07-03,HYD,39.25
2022-07-03,CCU,37.01
2022-07-04,BOM,40.31
2022-07-04,BLR,36.25
2022-07-04,MAA,38.68
2022-07-04,HYD,39.25
2022-07-04,CCU,37.01
2022-07-05,BOM,40.31
2022-07-05,BLR,36.25
2022-07-05,MAA,38.68
2022-07-05,HYD,39.25
2022-07-05,CCU,37.01
2022-07-06,BOM,40.31
2022-07-06,BLR,36.25
2022-07-06,MAA,38.68
2022-07-06,HYD,39.25
2022-07-07,BOM,40.31
2022-07-07,BLR,36.25
2022-07-07,MAA,38.68
2022-07-07,HYD,39.25
2022-07-07,CCU,37.01
2022-07-08,BOM,40.31
2022-07-08,BLR,36.25
2022-07-08,MAA,38.68
2022-07-08,HYD,39.25
2022-07-08,CCU,37.01
2022-07-09,BOM,40.31
2022-07-09,BLR,36.25
2022-07-09,MAA,38.68
2022-07-09,HYD,39.25
2022-07-09,CCU,37.01
2022-07-10,BOM,40.31
2022-07-10,BLR,36.25
2022-07-10,MAA,38.68
2022-07-10,HYD,39.25
2022-07-10,CCU,37.01
2022-07-11,BOM,40.31
2022-07-11,BLR,36.25
2022-07-11,MAA,38.68
2022-07-11,CCU,37.01
2022-07-12,BOM,40.31
2022-07-12,BLR,36.25
2022-07-12,HYD,39.25
2022-07-12,CCU,37.01
2022-07-13,BOM,40.31
2022-07-13,MAA,38.68
2022-07-13,HYD,39.25
2022-07-13,CCU,37.01
2022-07-14,BOM,40.31
2022-07-14,BLR,36.25
2022-07-14,MAA,38.68
2022-07-14,HYD,39.25
2022-07-14,CCU,37.01
2022-07-15,BOM,40.31
2022-07-15,BLR,36.25
2022-07-15,MAA,38.68
2022-07-15,HYD,39.25
2022-07-15,CCU,37.01
2022-07-16,BLR,36.25
2022-07-16,MAA,38.68
2022-07-16,HYD,39.25
2022-07-16,CCU,37.01
2022-07-17,BLR,36.25
2022-07-17,MAA,38.68
2022-07-17,HYD,39.25
2022-07-17,CCU,37.01
2022-07-18,BOM,40.31
2022-07-18,BLR,36.25
2022-07-18,MAA,38.68
2022-07-18,HYD,39.25
2022-07-18,CCU,37.01
2022-07-19,BOM,40.31
2022-07-19,BLR,36.25
2022-07-19,MAA,38.68
2022-07-19,HYD,39.25
2022-07-19,CCU,37.01
2022-07-20,BOM,40.31
2022-07-20,BLR,36.25
2022-07-20,MAA,38.68
2022-07-20,CCU,37.01
2022-07-21,BOM,40.31
2022-07-21,BLR,36.25
2022-07-21,MAA,38.68
2022-07-21,HYD,39.25
2022-07-21,CCU,37.01
2022-07-22,BOM,40.31
2022-07-22,MAA,38.68
2022-07-22,HYD,39.25
2022-07-22,CCU,37.01
2022-07-23,BLR,36.25
2022-07-23,MAA,38.68
2022-07-23,HYD,39.25
2022-07-23,CCU,37.01
2022-07-24,BOM,40.31
2022-07-24,MAA,38.68
2022-07-24,HYD,39.25
2022-07-24,CCU,37.01
2022-07-25,BOM,40.31
2022-07-25,BLR,36.25
2022-07-25,HYD,39.25
2022-07-25,CCU,37.01
2022-07-26,BOM,40.31
2022-07-26,BLR,36.25
2022-07-26,MAA,38.68
2022-07-26,HYD,39.25
2022-07-26,CCU,37.01
2022-07-27,BOM,40.31
2022-07-27,BLR,36.25
2022-07-27,MAA,38.68
2022-07-27,HYD,39.25
2022-07-28,BOM,40.31
2022-07-28,BLR,36.25
2022-07-28,MAA,38.68
2022-07-28,HYD,39.25
2022-07-28,CCU,37.01
2022-07-29,BOM,40.31
2022-07-29,BLR,36.25
2022-07-29,MAA,38.68
2022-07-29,HYD,39.25
2022-07-29,CCU,37.01
2022-07-30,BOM,40.31
2022-07-30,BLR,36.25
2022-07-30,MAA,38.68
2022-07-30,HYD,39.25
2022-07-30,CCU,37.01
2022-07-31,BOM,40.31
2022-07-31,BLR,36.25
2022-07-31,MAA,38.68
2022-07-31,HYD,39.25
2022-07-31,CCU,37.01
2022-08-01,BOM,40.29
2022-08-01,BLR,36.25
2022-08-01,MAA,38.64
2022-08-01,HYD,39.25
2022-08-02,BOM,40.29
2022-08-02,BLR,36.25
2022-08-02,MAA,38.64
2022-08-02,HYD,39.25
2022-08-02,CCU,36.97
2022-08-03,BLR,36.25
2022-08-03,MAA,38.64
2022-08-03,HYD,39.25
2022-08-03,CCU,36.97
2022-08-04,BOM,40.29
2022-08-04,MAA,38.64
2022-08-04,HYD,39.25
2022-08-05,BOM,40.29
2022-08-05,BLR,36.25
2022-08-05,MAA,38.64
2022-08-05,HYD,39.25
2022-08-05,CCU,36.97
2022-08-06,BOM,40.29
2022-08-06,MAA,38.64
2022-08-06,HYD,39.25
2022-08-06,CCU,36.97
2022-08-07,BOM,40.29
2022-08-07,MAA,38.64
2022-08-07,HYD,39.25
2022-08-07,CCU,36.97
2022-08-08,BOM,40.29
2022-08-08,BLR,36.25
2022-08-08,HYD,39.25
2022-08-08,CCU,36.97
2022-08-09,BOM,40.29
2022-08-09,BLR,36.25
2022-08-09,MAA,38.64
2022-08-09,HYD,39.25
2022-08-09,CCU,36.97
2022-08-10,BOM,40.29
2022-08-10,BLR,36.25
2022-08-10,MAA,38.64
2022-08-10,HYD,39.25
2022-08-10,CCU,36.97
2022-08-11,BOM,40.29
2022-08-11,BLR,36.25
2022-08-11,MAA,38.64
2022-08-11,HYD,39.25
2022-08-11,CCU,36.97
2022-08-12,BOM,40.29
2022-08-12,BLR,36.25
2022-08-12,MAA,38.64
2022-08-12,CCU,36.97
2022-08-13,BOM,40.29
2022-08-13,HYD,39.25
2022-08-13,CCU,36.97
2022-08-14,BLR,36.25
2022-08-14,MAA,38.64
2022-08-14,HYD,39.25
2022-08-14,CCU,36.97
2022-08-15,BOM,40.29
2022-08-15,BLR,36.25
2022-08-15,MAA,38.64
2022-08-15,HYD,39.25
2022-08-15,CCU,36.97
2022-08-16,BOM,40.29
2022-08-16,BLR,36.25
2022-08-16,MAA,38.64
2022-08-16,HYD,39.25
2022-08-16,CCU,36.97
2022-08-17,BOM,40.29
2022-08-17,BLR,36.25
2022-08-17,HYD,39.25
2022-08-17,CCU,36.97
2022-08-18,BOM,40.29
2022-08-18,BLR,36.25
2022-08-18,MAA,38.64
2022-08-19,BOM,40.29
2022-08-19,BLR,36.25
2022-08-19,MAA,38.64
2022-08-19,CCU,36.97
2022-08-20,BLR,36.25
2022-08-20,HYD,39.25
2022-08-20,CCU,36.97
2022-08-21,BOM,40.29
2022-08-21,BLR,36.25
2022-08-21,MAA,38.64
2022-08-21,HYD,39.25
2022-08-21,CCU,36.97
2022-08-22,BOM,40.29
2022-08-22,BLR,36.25
2022-08-22,MAA,38.64
2022-08-22,HYD,39.25
2022-08-22,CCU,36.97
2022-08-23,BOM,40.29
2022-08-23,BLR,36.25
2022-08-23,MAA,38.64
2022-08-23,HYD,39.25
2022-08-23,CCU,36.97
2022-08-24,BOM,40.29
2022-08-24,BLR,36.25
2022-08-24,MAA,38.64
2022-08-24,HYD,39.25
2022-08-24,CCU,36.97
2022-08-25,BOM,40.29
2022-08-25,BLR,36.25
2022-08-25,MAA,38.64
2022-08-25,HYD,39.25
2022-08-25,CCU,36.97
2022-08-26,BOM,40.29
2022-08-26,BLR,36.25
2022-08-26,MAA,38.64
2022-08-26,HYD,39.25
2022-08-26,CCU,36.97
2022-08-27,BOM,40.29
2022-08-27,BLR,36.25
2022-08-27,MAA,38.64
2022-08-27,HYD,39.25
2022-08-27,CCU,36.97
2022-08-28,BLR,36.25
2022-08-28,MAA,38.64
2022-08-28,HYD,39.25
2022-08-28,CCU,36.97
2022-08-29,BOM,40.29
2022-08-29,BLR,36.25
2022-08-29,HYD,39.25
2022-08-29,CCU,36.97
2022-08-30,BOM,40.29
2022-08-30,BLR,36.25
2022-08-30,MAA,38.64
2022-08-30,HYD,39.25
2022-08-30,CCU,36.97
2022-08-31,BOM,40.29
2022-08-31,BLR,36.25
2022-08-31,MAA,38.64
2022-08-31,HYD,39.25
2022-08-31,CCU,36.97
2022-09-01,BOM,38.72
2022-09-01,BLR,35.08
2022-09-01,MAA,37.17
2022-09-01,HYD,37.81
2022-09-01,CCU,35.61
2022-09-02,BOM,38.72
2022-09-02,BLR,35.08
2022-09-02,MAA,37.17
2022-09-02,HYD,37.81
2022-09-02,CCU,35.61
2022-09-03,BOM,38.72
2022-09-03,BLR,35.08
2022-09-03,MAA,37.17
2022-09-03,HYD,37.81
2022-09-03,CCU,35.61
2022-09-04,BOM,38.72
2022-09-04,BLR,35.08
2022-09-04,MAA,37.17
2022-09-04,HYD,37.81
2022-09-04,CCU,35.61
2022-09-05,BOM,38.72
2022-09-05,BLR,35.08
2022-09-05,MAA,37.17
2022-09-05,HYD,37.81
2022-09-05,CCU,35.61
2022-09-06,BOM,38.72
2022-09-06,MAA,37.17
2022-09-06,HYD,37.81
2022-09-06,CCU,35.61
2022-09-07,BOM,38.72
2022-09-07,BLR,35.08
2022-09-07,MAA,37.17
2022-09-07,HYD,37.81
2022-09-07,CCU,35.61
2022-09-08,BLR,35.08
2022-09-08,MAA,37.17
2022-09-08,HYD,37.81
2022-09-08,CCU,35.61
2022-09-09,BOM,38.72
2022-09-09,BLR,35.08
2022-09-09,MAA,37.17
2022-09-09,CCU,35.61
2022-09-10,BLR,35.08
2022-09-10,MAA,37.17
2022-09-10,HYD,37.81
2022-09-10,CCU,35.61
2022-09-11,BLR,35.08
2022-09-11,MAA,37.17
2022-09-11,HYD,37.81
2022-09-11,CCU,35.61
2022-09-12,BOM,38.72
2022-09-12,BLR,35.08
2022-09-12,MAA,37.17
2022-09-12,HYD,37.81
2022-09-13,BOM,38.72
2022-09-13,BLR,35.08
2022-09-13,MAA,37.17
2022-09-13,HYD,37.81
2022-09-13,CCU,35.61
2022-09-14,BOM,38.72
2022-09-14,BLR,35.08
2022-09-14,MAA,37.17
2022-09-14,HYD,37.81
2022-09-14,CCU,35.61
2022-09-15,BOM,38.72
2022-09-15,BLR,35.08
2022-09-15,MAA,37.17
2022-09-15,HYD,37.81
2022-09-15,CCU,35.61
2022-09-16,BOM,38.72
2022-09-16,BLR,35.08
2022-09-16,MAA,37.17
2022-09-16,HYD,37.81
2022-09-16,CCU,35.61
2022-09-17,BOM,38.72
2022-09-17,MAA,37.17
2022-09-17,HYD,37.81
2022-09-17,CCU,35.61
2022-09-18,BOM,38.72
2022-09-18,BLR,35.08
2022-09-18,MAA,37.17
2022-09-18,HYD,37.81
2022-09-18,CCU,35.61
2022-09-19,BOM,38.72
2022-09-19,BLR,35.08
2022-09-19,MAA,37.17
2022-09-19,HYD,37.81
2022-09-19,CCU,35.61
2022-09-20,BOM,38.72
2022-09-20,BLR,35.08
2022-09-20,MAA,37.17
2022-09-20,HYD,37.81
2022-09-20,CCU,35.61
2022-09-21,BOM,38.72
2022-09-21,BLR,35.08
2022-09-21,MAA,37.17
2022-09-21,HYD,37.81
2022-09-21,CCU,35.61
2022-09-22,BOM,38.72
2022-09-22,BLR,35.08
2022-09-22,MAA,37.17
2022-09-22,HYD,37.81
2022-09-22,CCU,35.61
2022-09-23,BOM,38.72
2022-09-23,BLR,35.08
2022-09-23,MAA,37.17
2022-09-23,HYD,37.81
2022-09-23,CCU,35.61
2022-09-24,BLR,35.08
2022-09-24,HYD,37.81
2022-09-24,CCU,35.61
2022-09-25,BOM,38.72
2022-09-25,BLR,35.08
2022-09-25,MAA,37.17
2022-09-25,HYD,37.81
2022-09-25,CCU,35.61
2022-09-26,BOM,38.72
2022-09-26,MAA,37.17
2022-09-26,HYD,37.81
2022-09-26,CCU,35.61
2022-09-27,BOM,38.72
2022-09-27,BLR,35.08
2022-09-27,MAA,37.17
2022-09-27,HYD,37.81
2022-09-28,BOM,38.72
2022-09-28,BLR,35.08
2022-09-28,MAA,37.17
2022-09-28,HYD,37.81
2022-09-29,BOM,38.72
2022-09-29,BLR,35.08
2022-09-29,MAA,37.17
2022-09-29,HYD,37.81
2022-09-29,CCU,35.61
2022-09-30,BOM,38.72
2022-09-30,BLR,35.08
2022-09-30,MAA,37.17
2022-09-30,HYD,37.81
2022-09-30,CCU,35.61
2022-10-01,BOM,38.31
2022-10-01,BLR,34.76
2022-10-01,MAA,36.79
2022-10-01,HYD,37.39
2022-10-01,CCU,35.25
2022-10-02,BOM,38.31
2022-10-02,BLR,34.76
2022-10-02,MAA,36.79
2022-10-02,CCU,35.25
2022-10-03,BOM,38.31
2022-10-03,BLR,34.76
2022-10-03,MAA,36.79
2022-10-03,HYD,37.39
2022-10-03,CCU,35.25
2022-10-04,BOM,38.31
2022-10-04,BLR,34.76
2022-10-04,MAA,36.79
2022-10-04,HYD,37.39
2022-10-05,BOM,38.31
2022-10-05,BLR,34.76
2022-10-05,MAA,36.79
2022-10-05,HYD,37.39
2022-10-05,CCU,35.25
2022-10-06,BOM,38.31
2022-10-06,BLR,34.76
2022-10-06,MAA,36.79
2022-10-06,HYD,37.39
2022-10-06,CCU,35.25
2022-10-07,BOM,38.31
2022-10-07,BLR,34.76
2022-10-07,MAA,36.79
2022-10-07,HYD,37.39
2022-10-07,CCU,35.25
2022-10-08,BOM,38.31
2022-10-08,BLR,34.76
2022-10-08,MAA,36.79
2022-10-08,HYD,37.39
2022-10-08,CCU,35.25
2022-10-09,BOM,38.31
2022-10-09,BLR,34.76
2022-10-09,MAA,36.79
2022-10-09,HYD,37.39
2022-10-09,CCU,35.25
2022-10-10,BOM,38.31
2022-10-10,BLR,34.76
2022-10-10,MAA,36.79
2022-10-10,HYD,37.39
2022-10-10,CCU,35.25
2022-10-11,BOM,38.31
2022-10-11,BLR,34.76
2022-10-11,MAA,36.79
2022-10-11,HYD,37.39
2022-10-11,CCU,35.25
2022-10-12,BOM,38.31
2022-10-12,BLR,34.76
2022-10-12,MAA,36.79
2022-10-12,HYD,37.39
2022-10-12,CCU,35.25
2022-10-13,BOM,38.31
2022-10-13,BLR,34.76
2022-10-13,MAA,36.79
2022-10-13,HYD,37.39
2022-10-13,CCU,35.25
2022-10-14,BOM,38.31
2022-10-14,MAA,36.79
2022-10-14,HYD,37.39
2022-10-14,CCU,35.25
2022-10-15,BOM,38.31
2022-10-15,BLR,34.76
2022-10-15,MAA,36.79
2022-10-15,HYD,37.39
2022-10-15,CCU,35.25
2022-10-16,BOM,38.31
2022-10-16,BLR,34.76
2022-10-16,MAA,36.79
2022-10-16,HYD,37.39
2022-10-16,CCU,35.25
2022-10-17,BOM,38.31
2022-10-17,BLR,34.76
2022-10-17,MAA,36.79
2022-10-17,CCU,35.25
2022-10-18,BOM,38.31
2022-10-18,BLR,34.76
2022-10-18,MAA,36.79
2022-10-18,CCU,35.25
2022-10-19,BOM,38.31
2022-10-19,MAA,36.79
2022-10-19,HYD,37.39
2022-10-19,CCU,35.25
2022-10-20,BOM,38.31
2022-10-20,BLR,34.76
2022-10-20,MAA,36.79
2022-10-20,CCU,35.25
2022-10-21,BOM,38.31
2022-10-21,BLR,34.76
2022-10-21,HYD,37.39
2022-10-21,CCU,35.25
2022-10-22,BOM,38.31
2022-10-22,BLR,34.76
2022-10-22,MAA,36.79
2022-10-22,HYD,37.39
2022-10-22,CCU,35.25
2022-10-23,BOM,38.31
2022-10-23,BLR,34.76
2022-10-23,MAA,36.79
2022-10-23,HYD,37.39
2022-10-23,CCU,35.25
2022-10-24,BOM,38.31
2022-10-24,MAA,36.79
2022-10-24,HYD,37.39
2022-10-25,BOM,38.31
2022-10-25,BLR,34.76
2022-10-25,MAA,36.79
2022-10-25,HYD,37.39
2022-10-25,CCU,35.25
2022-10-26,BOM,38.31
2022-10-26,BLR,34.76
2022-10-26,MAA,36.79
2022-10-26,HYD,37.39
2022-10-26,CCU,35.25
2022-10-27,BOM,38.31
2022-10-27,BLR,34.76
2022-10-27,MAA,36.79
2022-10-27,HYD,37.39
2022-10-27,CCU,35.25
2022-10-28,MAA,36.79
2022-10-28,HYD,37.39
2022-10-28,CCU,35.25
2022-10-29,BOM,38.31
2022-10-29,BLR,34.76
2022-10-29,HYD,37.39
2022-10-29,CCU,35.25
2022-10-30,BOM,38.31
2022-10-30,BLR,34.76
2022-10-30,MAA,36.79
2022-10-30,CCU,35.25
2022-10-31,BLR,34.76
2022-10-31,MAA,36.79
2022-10-31,HYD,37.39
2022-10-31,CCU,35.25
2022-11-01,BOM,38.22
2022-11-01,BLR,34.67
2022-11-01,MAA,36.7
2022-11-01,HYD,37.3
2022-11-01,CCU,35.16
2022-11-02,BOM,38.22
2022-11-02,BLR,34.67
2022-11-02,MAA,36.7
2022-11-02,HYD,37.3
2022-11-02,CCU,35.16
2022-11-03,BOM,38.22
2022-11-03,BLR,34.67
2022-11-03,HYD,37.3
2022-11-03,CCU,35.16
2022-11-04,BOM,38.22
2022-11-04,BLR,34.67
2022-11-04,MAA,36.7
2022-11-04,HYD,37.3
2022-11-04,CCU,35.16
2022-11-05,BOM,38.22
2022-11-05,BLR,34.67
2022-11-05,MAA,36.7
2022-11-05,HYD,37.3
2022-11-06,BOM,38.22
2022-11-06,BLR,34.67
2022-11-06,MAA,36.7
2022-11-06,HYD,37.3
2022-11-06,CCU,35.16
2022-11-07,BOM,38.22
2022-11-07,BLR,34.67
2022-11-07,MAA,36.7
2022-11-07,HYD,37.3
2022-11-07,CCU,35.16
2022-11-08,BOM,38.22
2022-11-08,BLR,34.67
2022-11-08,MAA,36.7
2022-11-08,HYD,37.3
2022-11-08,CCU,35.16
2022-11-09,BOM,38.22
2022-11-09,BLR,34.67
2022-11-09,HYD,37.3
2022-11-09,CCU,35.16
2022-11-10,BOM,38.22
2022-11-10,BLR,34.67
2022-11-10,MAA,36.7
2022-11-10,HYD,37.3
2022-11-10,CCU,35.16
2022-11-11,BOM,38.22
2022-11-11,BLR,34.67
2022-11-11,MAA,36.7
2022-11-11,HYD,37.3
2022-11-11,CCU,35.16
2022-11-12,BOM,38.22
2022-11-12,BLR,34.67
2022-11-12,MAA,36.7
2022-11-12,HYD,37.3
2022-11-12,CCU,35.16
2022-11-13,BOM,38.22
2022-11-13,BLR,34.67
2022-11-13,MAA,36.7
2022-11-13,HYD,37.3
2022-11-13,CCU,35.16
2022-11-14,BOM,38.22
2022-11-14,BLR,34.67
2022-11-14,MAA,36.7
2022-11-14,HYD,37.3
2022-11-14,CCU,35.16
2022-11-15,BOM,38.22
2022-11-15,BLR,34.67
2022-11-15,MAA,36.7
2022-11-15,CCU,35.16
2022-11-16,BOM,38.22
2022-11-16,BLR,34.67
2022-11-16,MAA,36.7
2022-11-16,HYD,37.3
2022-11-16,CCU,35.16
2022-11-17,BOM,38.22
2022-11-17,BLR,34.67
2022-11-17,MAA,36.7
2022-11-17,CCU,35.16
2022-11-18,BOM,38.22
2022-11-18,MAA,36.7
2022-11-18,CCU,35.16
2022-11-19,BOM,38.22
2022-11-19,BLR,34.67
2022-11-19,MAA,36.7
2022-11-19,HYD,37.3
2022-11-19,CCU,35.16
2022-11-20,BOM,38.22
2022-11-20,BLR,34.67
2022-11-20,MAA,36.7
2022-11-20,HYD,37.3
2022-11-20,CCU,35.16
2022-11-21,BOM,38.22
2022-11-21,BLR,34.67
2022-11-21,MAA,36.7
2022-11-22,BOM,38.22
2022-11-22,BLR,34.67
2022-11-22,MAA,36.7
2022-11-22,HYD,37.3
2022-11-22,CCU,35.16
2022-11-23,BOM,38.22
2022-11-23,BLR,34.67
2022-11-23,MAA,36.7
2022-11-23,HYD,37.3
2022-11-23,CCU,35.16
2022-11-24,BOM,38.22
2022-11-24,BLR,34.67
2022-11-24,MAA,36.7
2022-11-24,HYD,37.3
2022-11-24,CCU,35.16
2022-11-25,BOM,38.22
2022-11-25,MAA,36.7
2022-11-25,CCU,35.16
2022-11-26,BOM,38.22
2022-11-26,BLR,34.67
2022-11-26,MAA,36.7
2022-11-26,HYD,37.3
2022-11-26,CCU,35.16
2022-11-27,BOM,38.22
2022-11-27,BLR,34.67
2022-11-27,MAA,36.7
2022-11-27,HYD,37.3
2022-11-27,CCU,35.16
2022-11-28,BOM,38.22
2022-11-28,BLR,34.67
2022-11-28,MAA,36.7
2022-11-28,HYD,37.3
2022-11-28,CCU,35.16
2022-11-29,BOM,38.22
2022-11-29,BLR,34.67
2022-11-29,MAA,36.7
2022-11-29,CCU,35.16
2022-11-30,BOM,38.22
2022-11-30,BLR,34.67
2022-11-30,MAA,36.7
2022-11-30,HYD,37.3
2022-11-30,CCU,35.16
2022-12-01,BOM,38.22
2022-12-01,BLR,34.67
2022-12-01,MAA,36.7
2022-12-01,HYD,37.3
2022-12-01,CCU,35.16
2022-12-02,BLR,34.67
2022-12-02,MAA,36.7
2022-12-02,HYD,37.3
2022-12-02,CCU,35.16
2022-12-03,BLR,34.67
2022-12-03,MAA,36.7
2022-12-03,CCU,35.16
2022-12-04,BOM,38.22
2022-12-04,BLR,34.67
2022-12-04,MAA,36.7
2022-12-04,HYD,37.3
2022-12-04,CCU,35.16
2022-12-05,BOM,38.22
2022-12-05,BLR,34.67
2022-12-05,MAA,36.7
2022-12-05,HYD,37.3
2022-12-05,CCU,35.16
2022-12-06,BOM,38.22
2022-12-06,BLR,34.67
2022-12-06,MAA,36.7
2022-12-06,HYD,37.3
2022-12-07,BOM,38.22
2022-12-07,BLR,34.67
2022-12-07,MAA,36.7
2022-12-07,HYD,37.3
2022-12-07,CCU,35.16
2022-12-08,BOM,38.22
2022-12-08,BLR,34.67
2022-12-08,MAA,36.7
2022-12-08,HYD,37.3
2022-12-09,BOM,38.22
2022-12-09,BLR,34.67
2022-12-09,MAA,36.7
2022-12-09,HYD,37.3
2022-12-10,BOM,38.22
2022-12-10,BLR,34.67
2022-12-10,MAA,36.7
2022-12-10,HYD,37.3
2022-12-10,CCU,35.16
2022-12-11,BOM,38.22
2022-12-11,BLR,34.67
2022-12-11,MAA,36.7
2022-12-11,HYD,37.3
2022-12-11,CCU,35.16
2022-12-12,BOM,38.22
2022-12-12,BLR,34.67
2022-12-12,HYD,37.3
2022-12-12,CCU,35.16
2022-12-13,MAA,36.7
2022-12-13,HYD,37.3
2022-12-13,CCU,35.16
2022-12-14,BOM,38.22
2022-12-14,BLR,34.67
2022-12-14,MAA,36.7
2022-12-14,HYD,37.3
2022-12-14,CCU,35.16
2022-12-15,BOM,38.22
2022-12-15,BLR,34.67
2022-12-15,MAA,36.7
2022-12-15,HYD,37.3
2022-12-15,CCU,35.16
2022-12-16,BOM,38.22
2022-12-16,BLR,34.67
2022-12-16,MAA,36.7
2022-12-16,HYD,37.3
2022-12-16,CCU,35.16
2022-12-17,BOM,38.22
2022-12-17,BLR,34.67
2022-12-17,MAA,36.7
2022-12-17,HYD,37.3
2022-12-17,CCU,35.16
2022-12-18,BOM,38.22
2022-12-18,BLR,34.67
2022-12-18,MAA,36.7
2022-12-18,HYD,37.3
2022-12-18,CCU,35.16
2022-12-19,BOM,38.22
2022-12-19,BLR,34.67
2022-12-19,MAA,36.7
2022-12-19,HYD,37.3
2022-12-19,CCU,35.16
2022-12-20,BOM,38.22
2022-12-20,BLR,34.67
2022-12-20,HYD,37.3
2022-12-20,CCU,35.16
2022-12-21,BOM,38.22
2022-12-21,BLR,34.67
2022-12-21,MAA,36.7
2022-12-21,HYD,37.3
2022-12-22,BOM,38.22
2022-12-22,BLR,34.67
2022-12-22,MAA,36.7
2022-12-22,HYD,37.3
2022-12-22,CCU,35.16
2022-12-23,BLR,34.67
2022-12-23,MAA,36.7
2022-12-23,HYD,37.3
2022-12-23,CCU,35.16
2022-12-24,BLR,34.67
2022-12-24,MAA,36.7
2022-12-24,HYD,37.3
2022-12-25,BOM,38.22
2022-12-25,BLR,34.67
2022-12-25,MAA,36.7
2022-12-25,HYD,37.3
2022-12-25,CCU,35.16
2022-12-26,BOM,38.22
2022-12-26,MAA,36.7
2022-12-26,HYD,37.3
2022-12-26,CCU,35.16
2022-12-27,BLR,34.67
2022-12-27,MAA,36.7
2022-12-27,HYD,37.3
2022-12-27,CCU,35.16
2022-12-28,BOM,38.22
2022-12-28,BLR,34.67
2022-12-28,MAA,36.7
2022-12-28,HYD,37.3
2022-12-28,CCU,35.16
2022-12-29,BOM,38.22
2022-12-29,BLR,34.67
2022-12-29,MAA,36.7
2022-12-29,HYD,37.3
2022-12-29,CCU,35.16
2022-12-30,BOM,38.22
2022-12-30,BLR,34.67
2022-12-30,HYD,37.3
2022-12-30,CCU,35.16
2022-12-31,BOM,38.22
2022-12-31,BLR,34.67
2022-12-31,MAA,36.7
2022-12-31,HYD,37.3
2022-12-31,CCU,35.16
